arm,seed,gen,ppf_pred,sigma,h_sens_pop,sens_novelty,composite,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20,pos_21,pos_22,pos_23,pos_24,pos_25,pos_26,pos_27,pos_28,pos_29,pos_30
F_cycle_fitness,42,1,3.992278575897217,0.1248355507850647,1.6971515090836724,30.411983489990234,3.1198554039001465,5,1,6,5,1,3,1,4,1,8,1,1,1,1,6,1,7,1,4,2,1,1,1,1,2,1,1,3,6,1,1
D_warmstart,271,3,2.4710733890533447,0.11175744980573654,1.7070175873601512,28.788381576538086,3.083059549331665,3,1,5,4,1,3,1,1,1,4,4,1,4,1,6,1,9,1,3,3,4,1,1,1,3,3,1,4,7,1,1
B_quantum,42,3,4.297728538513184,0.13129456341266632,2.130947430274064,35.81190490722656,3.03185772895813,6,1,1,8,6,9,1,5,1,5,4,1,9,4,8,1,8,4,3,9,6,1,1,1,2,3,1,6,6,1,1
C_full_trust,271,1,4.283755779266357,0.15059566497802734,1.6965083989669192,34.489288330078125,3.024031400680542,1,5,3,3,1,5,4,4,5,4,1,1,5,9,9,1,1,1,1,2,8,1,4,1,2,4,7,5,1,6,1
D_warmstart,137,1,2.295621871948242,0.12912796437740326,1.727322541073141,27.780519485473633,3.0126607418060303,1,1,7,4,3,4,1,5,1,1,4,1,4,4,1,1,9,1,4,5,4,1,1,1,1,1,1,4,7,1,1
C_full_trust,271,1,3.220209836959839,0.13668711483478546,1.6965083989669192,37.015663146972656,2.9732654094696045,1,6,1,6,1,9,3,2,3,9,4,3,4,3,5,6,8,4,1,4,1,1,3,1,7,1,1,4,5,5,4
A_baseline,271,2,4.403094291687012,0.10868510603904724,1.7051794436027286,30.22811508178711,2.9221882820129395,5,1,1,4,3,3,1,2,1,5,8,1,6,6,1,1,3,1,4,1,2,1,1,1,3,1,1,6,4,1,1
B_quantum,42,1,3.600757598876953,0.1376713365316391,2.1128006835293633,33.36343002319336,2.875379800796509,9,1,5,2,6,4,1,9,1,5,6,1,1,6,7,1,5,1,9,1,2,1,1,1,1,2,1,4,1,1,1
F_cycle_fitness,271,3,2.537282705307007,0.1292101889848709,1.7115776812973391,29.745281219482422,2.8675754070281982,1,1,1,1,1,1,1,1,1,8,3,1,9,4,5,1,4,4,9,2,5,1,1,1,3,5,1,3,6,1,1
C_full_trust,271,3,5.076000213623047,0.14687389135360718,1.7136953953166596,37.58818054199219,2.8556268215179443,3,5,6,3,6,6,8,1,6,5,3,1,1,3,4,4,3,1,6,3,2,6,1,1,4,6,4,3,4,3,3
C_full_trust,271,3,4.221568584442139,0.15807057917118073,1.7136953953166596,34.81135177612305,2.8531370162963867,1,2,6,6,6,1,5,3,1,5,5,1,7,3,5,1,4,1,3,3,3,4,1,5,3,3,1,5,6,1,1
B_quantum,271,2,4.199915885925293,0.13953082263469696,2.1015302831172304,34.6319580078125,2.8223493099212646,5,1,2,2,6,1,1,7,1,5,6,1,1,1,7,1,1,8,6,7,3,1,1,1,3,9,1,9,1,1,1
B_quantum,271,3,4.0688910484313965,0.14856186509132385,2.126292706265462,34.755088806152344,2.803642749786377,5,1,2,2,3,6,1,7,1,5,6,1,1,5,5,1,3,7,7,5,7,1,1,1,3,4,1,3,3,1,1
D_warmstart,42,1,3.0952541828155518,0.12478306889533997,1.6835588247166946,28.610563278198242,2.8028013706207275,5,1,8,5,1,1,1,6,1,3,4,1,1,2,5,1,1,4,5,4,3,1,1,1,1,1,1,4,5,1,1
B_quantum,137,1,4.683801174163818,0.14745885133743286,2.1253783346720634,35.81150817871094,2.8007352352142334,5,1,5,8,8,1,1,5,1,2,3,1,9,5,8,1,8,4,8,5,5,1,1,1,9,5,1,1,6,1,1
B_quantum,271,1,2.65794038772583,0.12101899087429047,2.1263770131229864,36.16028594970703,2.7938342094421387,5,1,2,3,4,7,1,6,1,4,1,1,2,9,9,1,2,4,6,9,8,1,1,1,4,7,1,5,1,1,1
D_warmstart,42,1,3.2250778675079346,0.12903037667274475,1.6835588247166946,27.518112182617188,2.763798713684082,5,1,1,1,3,5,1,5,1,8,1,1,1,1,4,1,4,1,1,1,6,1,1,1,4,4,1,9,8,1,1
A_baseline,42,1,4.147393703460693,0.12840870022773743,1.718658390426175,27.56110954284668,2.757077693939209,5,1,1,1,4,3,1,7,1,5,8,1,1,1,1,1,2,1,1,5,4,1,1,1,1,1,1,4,7,1,1
A_baseline,42,2,2.7375576496124268,0.14852090179920197,1.667806176480219,24.746854782104492,2.755171298980713,5,1,1,1,9,5,1,1,1,1,4,1,3,5,5,1,3,1,1,5,1,1,1,1,1,5,1,5,1,1,1
C_full_trust,42,1,4.260017395019531,0.15164683759212494,1.7060988414066414,35.48332214355469,2.7462260723114014,2,3,5,1,1,9,5,1,5,5,3,1,3,6,1,5,5,1,1,2,7,3,1,1,6,4,4,4,1,9,4
B_quantum,271,2,2.477992534637451,0.11395557969808578,2.1015302831172304,40.698333740234375,2.743194580078125,8,1,2,4,3,9,1,6,1,8,2,1,3,1,2,1,9,9,8,9,7,1,1,1,3,2,1,6,7,1,1
F_cycle_fitness,137,1,2.5592594146728516,0.116218201816082,1.6786535170218198,28.521028518676758,2.730846643447876,5,1,3,3,1,3,1,2,1,4,6,1,3,1,1,1,4,4,5,4,1,1,1,1,4,4,1,7,1,1,1
B_quantum,137,1,1.962516188621521,0.12165001034736633,2.1253783346720634,40.53117752075195,2.7206664085388184,1,1,8,8,9,2,1,1,1,7,8,1,7,7,6,1,9,4,6,7,8,1,1,1,7,3,1,9,6,1,1
F_cycle_fitness,137,2,3.7789371013641357,0.13380305469036102,1.6850608522610226,27.205446243286133,2.7065486907958984,1,1,5,6,5,4,1,1,1,5,3,1,1,5,1,1,1,8,5,2,4,1,1,1,1,6,1,1,1,1,1
F_cycle_fitness,137,3,1.9274839162826538,0.11427391320466995,1.7203242643138337,30.600383758544922,2.7038686275482178,1,1,3,4,1,3,1,6,1,4,9,1,1,8,1,1,8,4,8,5,5,1,1,1,3,1,1,3,5,1,1
B_quantum,42,3,4.00991678237915,0.10937697440385818,2.130947430274064,39.999324798583984,2.6749320030212402,7,1,5,7,8,6,1,2,1,5,2,1,2,1,9,1,2,9,9,8,7,1,1,1,4,1,1,2,7,1,1
F_cycle_fitness,271,2,3.40520977973938,0.12029922008514404,1.712209633588755,28.993215560913086,2.6585991382598877,4,1,5,6,1,4,1,4,1,1,7,1,8,4,1,1,8,1,4,4,3,1,1,1,4,1,1,4,5,1,1
A_baseline,42,2,3.820042848587036,0.13176509737968445,1.667806176480219,28.36737060546875,2.6553709506988525,5,1,5,1,5,6,1,2,1,4,1,1,1,6,1,1,1,1,7,4,7,1,1,1,6,5,1,3,1,1,1
B_quantum,271,2,2.7903106212615967,0.13953176140785217,2.1015302831172304,33.59147262573242,2.640383005142212,6,1,3,1,7,4,1,6,1,2,1,1,4,5,1,1,4,8,7,6,5,1,1,1,9,1,1,7,3,1,1
A_baseline,271,1,2.8546581268310547,0.15417170524597168,1.7028626883948244,22.863601684570312,2.6340742111206055,1,1,1,1,1,5,1,1,1,6,4,1,3,1,1,1,4,4,1,1,1,1,1,1,4,1,1,4,1,1,1
F_cycle_fitness,271,2,3.762455463409424,0.11639837175607681,1.712209633588755,29.630887985229492,2.6044352054595947,6,1,8,3,8,4,1,1,1,5,5,1,3,1,5,1,1,1,1,3,1,1,1,1,3,6,1,8,4,1,1
A_baseline,271,3,4.167680740356445,0.13866391777992249,1.7318923663245391,26.616640090942383,2.604341983795166,5,1,5,4,4,1,1,2,1,1,6,1,1,6,1,1,1,1,3,1,5,1,1,1,4,3,1,4,5,1,1
A_baseline,137,1,2.2938990592956543,0.1187940314412117,1.6986961595053849,28.516357421875,2.5757460594177246,6,1,4,1,1,1,1,7,1,1,1,1,4,5,5,1,4,4,7,2,5,1,1,1,3,1,1,7,1,1,1
F_cycle_fitness,271,2,2.7355880737304688,0.12202420085668564,1.712209633588755,28.158809661865234,2.574615716934204,6,1,1,4,3,1,1,5,1,8,1,1,3,8,1,1,3,1,1,6,5,1,1,1,3,1,1,3,1,1,1
A_baseline,271,3,3.9015414714813232,0.12476273626089096,1.7318923663245391,29.425260543823242,2.568842887878418,4,1,5,3,1,1,1,2,1,5,5,1,3,5,1,1,3,7,1,1,6,1,1,1,5,7,1,1,8,1,1
B_quantum,137,3,3.755476474761963,0.11917894333600998,2.125885561412913,37.5421257019043,2.5675735473632812,7,1,5,1,7,8,1,6,1,5,6,1,8,2,5,1,7,6,5,7,3,1,1,1,8,7,1,4,9,1,1
A_baseline,42,1,2.986607789993286,0.12064460664987564,1.718658390426175,28.385250091552734,2.559654712677002,5,1,1,1,7,4,1,4,1,4,8,1,4,4,2,1,3,7,1,1,3,1,1,1,4,1,1,1,4,1,1
C_full_trust,42,2,5.273646354675293,0.1811799556016922,1.6793703953295855,32.84028244018555,2.5531179904937744,5,1,5,5,1,1,4,4,5,5,1,9,5,1,3,1,2,3,3,3,3,1,4,1,4,5,4,5,4,1,6
A_baseline,271,3,3.308345317840576,0.1147843673825264,1.7318923663245391,31.46474838256836,2.5477194786071777,3,1,5,4,2,1,1,1,1,5,2,1,5,1,7,1,6,1,1,7,6,1,1,1,2,4,1,6,1,1,1
D_warmstart,137,2,2.7575535774230957,0.10124928504228592,1.7159970132980593,33.69430923461914,2.5468320846557617,7,1,1,5,1,1,1,1,1,7,7,1,9,9,5,1,6,3,1,5,7,1,1,1,4,7,1,3,5,1,1
A_baseline,42,2,3.788379669189453,0.11661796271800995,1.667806176480219,31.427257537841797,2.5309042930603027,6,1,5,3,8,5,1,6,1,6,4,1,3,1,1,1,1,6,5,5,7,1,1,1,9,1,1,4,6,1,1
B_quantum,137,1,4.409772872924805,0.14482007920742035,2.1253783346720634,34.862571716308594,2.5292537212371826,7,1,5,1,1,8,1,5,1,5,1,1,2,4,2,1,8,4,7,7,9,1,1,1,2,5,1,6,4,1,1
A_baseline,271,2,2.560664653778076,0.10520622134208679,1.7051794436027286,29.159221649169922,2.5234134197235107,1,1,3,1,1,9,1,5,1,1,5,1,4,5,5,1,1,4,6,2,6,1,1,1,1,6,1,9,6,1,1
A_baseline,42,1,3.3781943321228027,0.10617416352033615,1.718658390426175,31.5037899017334,2.503462314605713,1,1,5,3,4,1,1,1,1,7,9,1,9,4,5,1,1,1,7,1,7,1,1,1,3,2,1,4,6,1,1
B_quantum,42,3,3.0033440589904785,0.11128512024879456,2.130947430274064,38.43864059448242,2.5001611709594727,5,1,6,8,6,1,1,9,1,8,8,1,8,3,1,1,7,4,2,5,7,1,1,1,6,2,1,2,4,1,1
B_quantum,271,2,3.6323490142822266,0.12214131653308868,2.1015302831172304,37.19367980957031,2.4951159954071045,6,1,5,1,9,3,1,1,1,6,9,1,6,5,2,1,2,7,7,9,4,1,1,1,6,8,1,6,5,1,1
F_cycle_fitness,271,2,3.954326629638672,0.12264775484800339,1.712209633588755,27.554609298706055,2.485138416290283,3,1,5,5,1,5,1,1,1,6,1,1,4,1,2,1,1,9,3,1,4,1,1,1,1,4,1,3,5,1,1
F_cycle_fitness,271,3,2.819547176361084,0.1208558902144432,1.7115776812973391,29.40292739868164,2.475834608078003,6,1,1,2,3,6,1,5,1,1,7,1,3,5,4,1,4,4,1,5,1,1,1,1,3,1,1,6,6,1,1
A_baseline,271,2,2.975161552429199,0.11038471013307571,1.7051794436027286,27.340818405151367,2.474931478500366,1,1,6,6,4,1,1,3,1,1,4,1,4,5,1,1,4,4,1,1,3,1,1,1,9,3,1,8,1,1,1
D_warmstart,271,2,2.2023580074310303,0.10238127410411835,1.6946379261377278,29.870908737182617,2.4643938541412354,1,1,4,3,3,1,1,5,1,7,4,1,6,7,5,1,1,3,8,4,4,1,1,1,5,1,1,3,1,1,1
F_cycle_fitness,271,3,3.2697010040283203,0.10817109793424606,1.7115776812973391,31.775598526000977,2.411757230758667,6,1,5,7,4,9,1,5,1,4,1,1,4,4,4,1,9,5,3,3,6,1,1,1,7,6,1,4,1,1,1
F_cycle_fitness,137,1,2.227053165435791,0.11397749930620193,1.6786535170218198,27.51688575744629,2.4092156887054443,5,1,1,4,1,5,1,3,1,3,7,1,3,1,3,1,4,1,4,6,3,1,1,1,5,1,1,5,1,1,1
F_cycle_fitness,271,1,2.273221731185913,0.12164987623691559,1.7170714020560198,24.419673919677734,2.3719136714935303,1,1,1,1,4,1,1,1,1,8,3,1,4,1,4,1,1,4,4,3,1,1,1,1,1,5,1,1,4,1,1
F_cycle_fitness,271,1,2.9932475090026855,0.10589910298585892,1.7170714020560198,28.8431339263916,2.366564989089966,5,1,5,3,9,1,1,4,1,3,1,1,1,2,4,1,4,1,1,1,9,1,1,1,6,1,1,5,2,1,1
A_baseline,137,1,3.5687344074249268,0.12850752472877502,1.6986961595053849,25.428974151611328,2.333616256713867,5,1,1,1,9,6,1,8,1,1,4,1,3,1,1,1,1,4,1,5,1,1,1,1,4,5,1,4,4,1,1
A_baseline,42,1,4.234055995941162,0.11869484931230545,1.718658390426175,27.59492301940918,2.3136119842529297,5,1,5,1,6,6,1,5,1,1,5,1,4,6,4,1,3,1,2,9,1,1,1,1,1,5,1,1,1,1,1
C_full_trust,137,2,4.308053970336914,0.14671015739440918,1.6963462715169906,28.966033935546875,2.302597999572754,1,1,5,3,7,1,5,5,5,3,4,4,1,5,1,1,4,1,4,1,5,1,1,4,1,5,1,5,1,4,4
B_quantum,137,1,2.909008741378784,0.13352090120315552,2.1253783346720634,35.876197814941406,2.3005831241607666,6,1,9,9,4,8,1,5,1,6,9,1,3,6,5,1,1,6,9,3,1,1,1,1,1,6,1,9,7,1,1
C_full_trust,137,2,4.227654933929443,0.11480086296796799,1.6963462715169906,37.841007232666016,2.284420967102051,3,5,1,8,8,3,3,3,3,6,4,3,1,4,8,5,1,1,9,8,6,8,4,3,1,1,6,1,3,1,1
A_baseline,42,1,3.856153964996338,0.12406226992607117,1.718658390426175,25.978940963745117,2.2439842224121094,3,1,5,1,6,4,1,1,1,5,1,1,6,4,4,1,4,1,1,3,4,1,1,1,1,1,1,3,4,1,1
C_full_trust,137,3,3.7684364318847656,0.10812606662511826,1.6931660836346205,38.362632751464844,2.242046594619751,1,1,1,4,1,4,2,1,5,6,1,8,1,4,3,9,5,2,4,7,7,9,1,2,4,5,6,4,4,6,1
C_full_trust,42,1,3.3056693077087402,0.13826747238636017,1.7060988414066414,34.70807647705078,2.2318320274353027,1,5,1,7,7,3,5,9,1,1,1,6,9,1,4,1,5,5,1,5,4,9,4,5,1,1,5,6,6,1,4
A_baseline,42,1,3.0809051990509033,0.10758532583713531,1.718658390426175,29.756099700927734,2.2245607376098633,3,1,6,1,4,6,1,7,1,1,1,1,4,3,4,1,3,9,1,9,1,1,1,1,8,6,1,1,7,1,1
A_baseline,42,3,3.1019368171691895,0.10286157578229904,1.6477796934161912,29.823678970336914,2.220364570617676,6,1,3,3,1,1,1,6,1,6,4,1,1,1,1,1,3,3,6,5,7,1,1,1,9,1,1,4,6,1,1
A_baseline,137,3,3.5000438690185547,0.10072401165962219,1.6882049642164727,29.473304748535156,2.212829828262329,1,1,5,3,6,6,1,1,1,6,4,1,6,1,6,1,3,3,1,3,5,1,1,1,1,1,1,2,3,1,1
B_quantum,42,2,3.7777810096740723,0.11440901458263397,2.1163700915828474,38.822364807128906,2.2121150493621826,5,1,5,2,7,7,1,6,1,8,5,1,3,3,9,1,8,2,9,9,7,1,1,1,2,1,1,6,4,1,1
B_quantum,42,1,3.0165328979492188,0.10440082848072052,2.1128006835293633,38.087318420410156,2.210465908050537,9,1,6,5,6,6,1,2,1,5,8,1,5,9,1,1,9,9,6,2,9,1,1,1,5,8,1,5,5,1,1
D_warmstart,271,1,2.993215322494507,0.10595525056123734,1.6786982029179507,30.337238311767578,2.1735973358154297,1,1,5,1,9,6,1,1,1,1,6,1,9,7,3,1,4,7,5,3,3,1,1,1,5,4,1,1,8,1,1
C_full_trust,137,3,3.958388566970825,0.12417425960302353,1.6931660836346205,33.07484436035156,2.1735801696777344,1,1,5,1,7,1,1,5,5,3,4,4,2,1,1,1,4,6,5,8,1,3,3,1,1,5,5,8,1,4,4
D_warmstart,271,3,2.781486988067627,0.09425131231546402,1.7070175873601512,29.893869400024414,2.1723790168762207,3,1,1,1,3,7,1,1,1,6,5,1,5,1,4,1,8,4,8,5,5,1,1,1,5,3,1,4,5,1,1
F_cycle_fitness,137,2,2.234999656677246,0.10689998418092728,1.6850608522610226,30.620637893676758,2.171349287033081,2,1,1,8,1,7,1,1,1,4,3,1,3,3,6,1,3,6,4,4,1,1,1,1,1,1,1,7,2,1,1
D_warmstart,42,1,2.8450942039489746,0.11133961379528046,1.6835588247166946,28.343061447143555,2.1534440517425537,5,1,1,1,1,5,1,1,1,8,4,1,8,4,4,1,4,1,7,1,5,1,1,1,6,7,1,1,1,1,1
C_full_trust,271,2,4.343358039855957,0.1399906575679779,1.7246089000711857,30.184534072875977,2.14701509475708,1,5,5,1,1,4,1,4,3,3,4,1,1,1,3,4,1,4,1,1,1,8,1,5,4,6,4,1,1,9,6
