seed,gen,ppf_pred,sigma,h_sens_pop,sens_novelty,composite,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20,pos_21,pos_22,pos_23,pos_24,pos_25,pos_26,pos_27,pos_28,pos_29,pos_30
42,1,2.0082316398620605,0.07481890916824341,2.1248553704023534,37.89057922363281,0.5497346520423889,4,1,4,4,8,3,4,8,2,6,3,9,2,6,5,9,9,7,1,4,8,6,8,7,3,2,3,6,4,1,7
42,1,2.500120162963867,0.08481524884700775,2.1248553704023534,34.85338592529297,0.5023704767227173,8,5,3,8,8,2,6,3,6,7,1,5,3,5,1,7,5,3,7,1,6,5,1,2,1,7,6,1,1,8,2
42,1,2.1719939708709717,0.06213134527206421,2.1248553704023534,38.948299407958984,0.22568601369857788,7,8,8,2,6,7,2,1,2,7,6,8,4,5,1,9,6,7,3,1,1,7,1,8,3,5,3,1,5,3,4
42,1,2.2892367839813232,0.09874540567398071,2.1248553704023534,36.33526611328125,1.2211750745773315,8,2,1,1,3,6,3,1,9,1,3,8,6,4,9,4,1,1,9,3,8,1,2,8,9,1,2,6,5,4,2
42,1,2.472971200942993,0.09194128215312958,2.1248553704023534,34.29609298706055,0.6894254684448242,7,9,1,8,4,7,7,4,3,1,4,5,9,1,5,5,1,3,4,4,3,1,3,8,7,2,6,9,2,1,1
42,1,2.018078565597534,0.08399909734725952,2.1248553704023534,38.09747314453125,0.9177280068397522,4,1,1,1,6,3,1,2,6,9,4,8,9,8,6,5,9,3,7,4,1,7,8,8,9,7,5,9,2,1,4
42,1,2.4735445976257324,0.08622895181179047,2.1248553704023534,35.575626373291016,0.6538572907447815,5,7,7,1,7,5,9,3,5,7,4,1,1,1,4,6,5,7,1,1,7,7,7,7,9,9,6,3,1,6,4
42,1,2.057124376296997,0.05626939237117767,2.1248553704023534,42.7974967956543,0.5375043153762817,2,2,9,2,7,8,6,1,8,6,3,6,2,6,8,5,9,4,8,7,1,8,9,3,7,2,1,2,4,1,1
42,1,2.683868169784546,0.06449779868125916,2.1248553704023534,39.258636474609375,0.35584405064582825,4,2,9,5,1,2,6,4,5,8,6,9,7,6,2,4,4,5,5,7,4,5,4,8,4,7,5,4,7,9,8
42,1,3.723428964614868,0.11221048980951309,2.1248553704023534,37.26651382446289,1.8471519947052002,9,4,9,8,7,8,7,5,5,4,6,3,7,4,3,2,2,7,3,1,3,4,2,3,6,7,9,1,3,1,6
42,1,3.791217088699341,0.09977340698242188,2.1248553704023534,35.325138092041016,1.1204689741134644,4,5,1,3,3,2,7,2,1,8,4,2,7,6,9,8,6,2,4,1,5,9,1,8,5,1,8,5,4,5,1
42,1,2.8184773921966553,0.0867144912481308,2.1248553704023534,41.51461410522461,1.4874861240386963,1,6,8,7,8,8,1,7,7,4,4,7,9,9,5,7,4,8,6,9,9,3,9,6,2,1,6,2,2,5,1
42,2,2.29951810836792,0.08083365112543106,2.138351889637848,38.27700424194336,0.7964602112770081,4,7,9,1,1,2,9,6,2,1,1,6,6,4,3,8,8,4,7,9,3,2,4,1,1,7,8,7,9,9,6
42,2,3.003645896911621,0.07117648422718048,2.138351889637848,39.44123840332031,0.5957332253456116,8,4,1,8,3,7,2,8,8,3,2,5,6,6,5,2,6,2,5,4,3,8,3,4,8,5,7,7,5,3,2
42,2,3.3724300861358643,0.10701558738946915,2.138351889637848,35.31128692626953,1.370818853378296,5,9,7,2,4,1,5,6,9,3,3,1,5,9,4,4,1,5,2,1,6,1,1,2,2,5,3,7,5,4,2
42,2,2.911715507507324,0.08680419623851776,2.138351889637848,38.5440559387207,1.0766429901123047,4,8,4,8,7,1,1,2,8,3,4,5,6,4,3,3,2,1,9,9,8,4,2,6,1,9,7,9,8,5,4
42,2,2.43499755859375,0.09270777553319931,2.138351889637848,34.40215301513672,0.6568152904510498,7,1,4,9,3,3,3,1,3,2,3,2,4,3,9,3,3,7,7,5,3,8,6,4,3,1,1,1,3,8,8
42,2,3.2190728187561035,0.09528001397848129,2.138351889637848,37.214073181152344,1.2040739059448242,9,1,1,5,5,9,8,9,6,9,7,6,5,9,1,5,5,6,6,3,6,6,2,6,1,8,9,1,3,2,7
42,2,2.405052661895752,0.08926660567522049,2.138351889637848,40.402442932128906,1.468709111213684,7,6,7,2,2,5,5,5,7,6,7,2,5,6,5,4,9,2,9,8,5,1,5,1,9,3,4,6,1,6,6
42,2,3.1140642166137695,0.07234334945678711,2.138351889637848,41.1218147277832,0.9080445170402527,2,9,7,7,4,2,4,4,6,9,2,2,6,1,8,6,8,1,2,5,3,8,4,6,2,6,3,4,3,6,7
42,2,3.2692322731018066,0.05625254288315773,2.138351889637848,42.88319778442383,0.5453652143478394,6,8,8,4,7,6,4,8,2,7,2,8,7,4,1,2,2,7,5,2,4,3,6,3,7,6,2,3,5,8,1
42,2,2.012357234954834,0.09955122321844101,2.138351889637848,41.141910552978516,1.9955406188964844,8,2,7,2,1,8,8,3,7,1,4,9,8,5,3,7,9,2,1,4,6,4,6,3,9,3,7,9,4,2,8
42,2,2.7118053436279297,0.17929255962371826,2.138351889637848,38.952964782714844,4.827264785766602,5,7,4,6,4,4,7,7,4,9,6,4,4,8,9,7,3,4,3,6,9,8,5,3,5,3,9,2,7,4,6
42,2,3.0446770191192627,0.1310853362083435,2.138351889637848,37.37303924560547,2.6561694145202637,6,5,9,7,2,3,3,3,2,2,8,9,1,8,3,5,3,3,4,6,4,7,1,5,2,1,3,1,7,5,6
42,2,5.670691967010498,0.1404566913843155,2.138351889637848,36.250125885009766,2.852041482925415,1,5,3,7,5,2,4,5,4,1,2,9,3,5,4,8,5,6,6,4,9,6,7,6,5,6,6,9,9,4,5
42,2,2.855079412460327,0.09306154400110245,2.138351889637848,37.16017532348633,1.1071363687515259,9,4,2,1,3,4,4,1,4,9,2,6,1,6,9,3,8,2,3,1,4,4,6,3,8,3,2,6,6,8,8
42,2,3.7538535594940186,0.07943087071180344,2.138351889637848,36.10735321044922,0.39739251136779785,9,4,3,1,9,4,4,7,1,6,9,7,4,2,2,3,4,2,5,3,4,3,4,6,1,5,5,7,9,7,7
42,2,3.568126916885376,0.08223429322242737,2.138351889637848,39.78742218017578,1.0911751985549927,8,8,8,6,8,3,9,2,2,1,7,5,7,5,4,8,5,5,8,2,4,1,5,7,1,1,7,7,4,3,3
42,2,3.8971076011657715,0.09940256178379059,2.138351889637848,36.84022521972656,1.3092405796051025,1,6,6,8,6,1,4,7,5,7,5,1,8,3,1,5,7,4,6,4,8,7,7,1,5,7,2,3,9,8,9
42,2,2.051356792449951,0.0937013030052185,2.138351889637848,36.625885009765625,1.0481266975402832,1,3,7,4,8,9,7,6,7,5,4,1,9,8,6,6,6,1,3,3,8,5,3,3,8,7,8,4,4,5,2
42,2,2.5581769943237305,0.1115107387304306,2.138351889637848,34.41933822631836,1.4088895320892334,1,5,1,4,7,9,4,6,1,8,4,2,1,8,1,5,3,7,9,3,6,3,5,2,2,7,4,1,4,6,9
42,2,3.0724287033081055,0.08609376102685928,2.138351889637848,40.62478256225586,1.3774278163909912,8,7,9,6,5,5,9,1,5,7,1,7,8,4,8,2,9,1,1,4,7,7,5,7,5,8,2,9,8,8,4
42,2,3.3400566577911377,0.07868582755327225,2.138351889637848,36.64158630371094,0.4521971344947815,6,3,1,5,3,2,4,1,3,9,5,9,6,1,6,8,9,5,1,6,2,1,2,2,5,9,5,6,7,3,5
42,2,2.222505807876587,0.08103339374065399,2.138351889637848,40.54225158691406,1.1627031564712524,7,3,5,6,8,3,6,5,9,7,2,6,9,5,7,6,4,5,4,3,7,5,9,1,7,2,7,8,8,6,1
42,2,2.148681879043579,0.07769870012998581,2.138351889637848,38.739681243896484,0.7447019815444946,8,7,3,2,3,6,7,7,8,7,4,3,3,3,1,1,1,2,8,5,4,3,5,9,3,8,9,7,5,4,1
42,2,3.4249987602233887,0.08134406059980392,2.138351889637848,39.64145278930664,1.032609462738037,2,2,9,5,3,8,2,4,3,4,3,2,9,9,4,8,2,5,2,1,4,7,8,4,4,6,9,1,4,8,5
42,3,2.4389662742614746,0.12148448824882507,2.14407376369196,40.46890640258789,1.9458849430084229,9,2,1,7,2,4,8,7,4,3,7,7,7,7,1,7,6,4,9,4,1,1,4,6,9,4,6,8,7,8,7
42,3,2.267393112182617,0.11886294931173325,2.14407376369196,36.69578552246094,1.2996597290039062,9,4,1,3,5,8,4,5,4,4,3,9,8,7,2,9,2,1,1,3,1,2,1,8,9,8,7,7,4,9,3
137,1,2.0925369262695312,0.07294362038373947,2.1246468877034252,38.022666931152344,0.3417205512523651,8,4,4,8,5,1,7,3,7,6,7,7,2,3,2,1,1,3,4,3,1,8,6,7,4,1,2,2,7,8,1
137,1,4.7960357666015625,0.11962918937206268,2.1246468877034252,35.61494445800781,1.387059211730957,6,7,5,5,8,4,8,4,7,2,3,1,6,1,9,1,6,6,9,1,7,8,1,4,5,5,1,4,7,8,1
137,1,3.0445923805236816,0.20160330832004547,2.1246468877034252,37.79623794555664,4.3106160163879395,2,5,3,9,4,8,8,7,7,4,8,8,4,8,9,9,7,7,4,9,9,3,4,1,1,6,3,1,1,4,2
137,1,3.7747631072998047,0.15045392513275146,2.1246468877034252,36.6960563659668,2.5306949615478516,7,3,9,7,3,7,3,9,9,1,2,1,1,3,9,1,8,3,9,4,3,5,2,9,5,7,2,3,1,3,5
137,1,2.7649924755096436,0.09064634889364243,2.1246468877034252,40.24533462524414,1.270453691482544,9,9,6,9,3,8,8,6,3,7,3,4,9,7,5,8,2,3,2,2,4,4,5,6,1,8,4,3,3,6,5
137,1,2.6318323612213135,0.08407463133335114,2.1246468877034252,38.82099914550781,0.8239514827728271,7,5,1,5,7,7,7,8,9,5,8,3,3,2,6,1,2,5,3,8,4,6,5,3,8,1,4,6,9,2,2
137,1,2.2062668800354004,0.06381608545780182,2.1246468877034252,38.88092041015625,0.20313569903373718,3,3,9,8,3,9,9,6,4,3,8,6,1,7,9,2,9,9,7,7,6,7,1,4,7,3,7,1,3,9,1
137,1,2.1018898487091064,0.06552630662918091,2.1246468877034252,39.68064498901367,0.3921756148338318,7,1,3,8,2,5,9,5,5,9,6,6,2,7,5,6,9,3,7,5,3,6,9,9,3,6,3,4,2,8,1
137,1,4.616017818450928,0.11335908621549606,2.1246468877034252,35.599639892578125,1.1891672611236572,1,8,9,8,5,8,3,3,8,1,8,4,1,6,4,1,3,2,2,9,8,1,1,1,5,6,6,2,4,4,5
137,1,5.550018787384033,0.1588706076145172,2.1246468877034252,38.54024124145508,3.1059412956237793,2,8,2,4,1,1,9,7,1,8,4,3,9,4,3,5,8,1,1,9,8,3,2,2,5,5,3,2,7,9,6
137,1,2.2723679542541504,0.10967835783958435,2.1246468877034252,31.625295639038086,0.3997862935066223,6,4,1,1,4,4,1,2,3,3,3,2,3,5,9,9,3,4,4,9,8,1,1,2,7,1,1,4,5,4,1
137,1,4.196169853210449,0.18473543226718903,2.1246468877034252,36.49287796020508,3.563959836959839,6,3,9,4,8,9,3,9,3,2,1,5,5,9,2,6,5,5,4,2,3,6,5,7,5,9,1,1,2,6,6
137,1,2.6623809337615967,0.14749152958393097,2.1246468877034252,38.35895538330078,2.7207417488098145,7,5,3,4,3,4,7,8,2,1,3,9,1,7,4,2,2,7,4,1,7,9,6,9,1,9,8,8,3,9,5
137,1,2.4183778762817383,0.0820041224360466,2.1246468877034252,36.59869384765625,0.3821733593940735,9,6,7,2,4,1,8,8,4,1,8,4,2,9,3,4,3,1,3,6,4,6,3,9,6,9,1,3,2,9,4
137,1,2.4552135467529297,0.068387970328331,2.1246468877034252,40.21128845214844,0.5713963508605957,2,5,7,7,1,1,7,5,8,7,6,3,6,9,8,8,2,1,3,8,1,2,4,3,2,4,7,4,6,7,5
137,1,3.575632095336914,0.07111234962940216,2.1246468877034252,38.689300537109375,0.39785897731781006,3,7,6,1,2,2,8,8,9,1,1,1,2,9,8,2,3,5,2,3,3,1,9,6,6,7,1,7,9,4,8
137,1,3.025313377380371,0.10767263174057007,2.1246468877034252,40.533573150634766,1.849703073501587,7,2,3,3,9,3,1,7,9,9,8,4,8,9,5,8,1,1,9,5,4,9,8,5,3,6,5,4,9,2,2
137,1,2.4440059661865234,0.0731285884976387,2.1246468877034252,36.9952278137207,0.17304985225200653,3,6,6,8,5,3,7,5,6,9,1,8,5,2,3,4,1,5,3,5,8,7,4,4,3,2,2,2,1,4,2
137,1,2.188483715057373,0.11573486775159836,2.1246468877034252,38.41062927246094,1.740396499633789,9,2,7,3,8,1,3,6,5,8,1,3,1,4,7,1,7,1,8,9,4,6,9,9,1,9,6,8,6,9,5
137,1,2.0373294353485107,0.07839746028184891,2.1246468877034252,41.02373504638672,1.0210916996002197,6,7,8,7,1,7,7,1,7,6,3,3,9,2,2,4,4,8,5,3,8,6,4,2,3,1,7,4,7,8,7
137,1,2.617502212524414,0.06232747063040733,2.1246468877034252,38.69606018066406,0.12538577616214752,8,1,4,4,4,2,4,2,2,1,5,5,7,6,8,3,9,5,9,5,2,2,9,2,6,4,3,2,5,9,2
137,1,3.735044479370117,0.07304275035858154,2.1246468877034252,41.78800964355469,0.9840632081031799,8,3,4,2,8,8,8,2,8,1,7,9,2,2,8,4,5,6,9,1,4,2,6,8,2,3,7,7,6,5,3
137,2,1.9180443286895752,0.08376025408506393,2.1482935526380604,39.274330139160156,0.6781643033027649,6,6,6,8,8,7,7,9,5,2,1,1,9,7,5,5,9,3,4,2,4,2,6,6,9,8,7,5,1,1,6
137,2,2.1270904541015625,0.07829130440950394,2.1482935526380604,37.644004821777344,0.23269344866275787,5,9,7,7,1,2,1,3,6,9,3,1,6,4,2,8,7,4,3,4,3,6,1,3,1,9,6,9,7,2,6
137,2,5.123918533325195,0.16004140675067902,2.1482935526380604,39.08843994140625,2.968207359313965,3,9,9,4,8,8,3,3,5,2,1,3,9,1,4,7,5,2,3,2,2,3,8,2,6,1,1,8,6,1,7
137,2,2.7924299240112305,0.12932050228118896,2.1482935526380604,38.00209045410156,1.84720778465271,1,8,8,2,8,3,1,8,5,3,5,3,8,9,1,5,4,9,1,9,9,7,6,7,5,4,7,4,9,3,4
137,2,2.0010383129119873,0.05671253427863121,2.1482935526380604,42.955509185791016,0.4848622679710388,9,6,9,5,3,2,6,8,7,7,1,4,5,2,7,7,3,4,6,8,9,5,8,2,9,3,6,2,8,6,2
137,2,2.100823402404785,0.06849939376115799,2.1482935526380604,38.80154800415039,0.13274256885051727,8,3,9,6,6,3,4,9,8,4,3,6,2,4,5,2,7,9,1,8,7,3,4,5,3,1,9,8,6,4,5
137,2,2.160026788711548,0.06999533623456955,2.1482935526380604,41.47331619262695,0.6355102062225342,8,2,5,3,6,1,4,7,5,9,4,4,3,2,1,3,7,6,7,7,3,8,9,7,3,9,8,8,3,8,9
137,2,2.5200083255767822,0.0671888068318367,2.1482935526380604,40.3597412109375,0.3595127463340759,8,2,4,5,7,8,9,7,4,4,7,2,2,9,4,6,4,7,3,9,8,8,5,5,2,3,8,1,5,5,6
137,2,2.1246531009674072,0.082491435110569,2.1482935526380604,42.02619934082031,1.1104859113693237,1,2,2,6,8,7,8,3,3,7,2,4,4,3,9,1,7,3,9,8,9,5,5,7,7,7,2,9,5,8,8
137,2,2.1864168643951416,0.11444266885519028,2.1482935526380604,38.8303337097168,1.5360959768295288,6,4,2,6,7,8,3,8,4,9,8,4,8,9,9,5,8,3,1,7,4,2,1,4,7,4,7,8,3,4,1
137,2,2.375046491622925,0.07431221753358841,2.1482935526380604,38.09828567504883,0.18932099640369415,5,8,8,4,5,1,1,3,9,3,8,5,4,7,6,9,7,4,2,9,9,1,4,7,1,4,8,4,1,6,2
137,2,2.3128349781036377,0.16910549998283386,2.1482935526380604,39.343135833740234,3.287688970565796,2,3,1,3,9,9,7,7,2,9,9,9,3,8,9,1,1,7,8,4,5,9,3,3,1,3,7,9,1,9,3
137,2,2.4911394119262695,0.17247265577316284,2.1482935526380604,37.92279052734375,3.1471073627471924,3,4,1,9,3,1,4,3,3,8,9,9,9,8,5,5,6,8,3,4,4,9,6,3,3,1,7,7,7,6,3
137,2,2.254899024963379,0.08153261244297028,2.1482935526380604,40.72309494018555,0.8582940101623535,1,6,8,2,5,1,1,4,2,7,6,2,7,1,9,2,9,3,3,1,8,4,8,9,3,2,7,7,8,7,3
137,2,4.613107204437256,0.12402430176734924,2.1482935526380604,36.55906677246094,1.4390488862991333,4,9,4,1,4,9,8,8,6,3,4,1,7,3,6,9,6,9,6,1,7,6,9,1,5,6,9,5,4,1,7
137,2,2.9681005477905273,0.09348199516534805,2.1482935526380604,38.33207702636719,0.8128231167793274,1,3,3,6,5,8,4,1,5,8,5,5,1,8,6,4,9,5,2,2,2,7,9,6,3,6,2,7,9,6,1
137,2,3.437351703643799,0.09752171486616135,2.1482935526380604,41.83695602416992,1.5355932712554932,3,8,6,6,8,8,6,2,9,4,7,4,7,9,2,3,5,6,6,7,5,1,3,9,6,6,8,2,1,8,2
137,2,2.8605573177337646,0.0581965371966362,2.1482935526380604,42.40185546875,0.43528279662132263,2,1,4,2,7,8,2,3,2,9,6,6,1,9,1,3,2,2,2,6,7,6,5,9,7,8,9,9,7,1,9
137,2,5.268677234649658,0.16602496802806854,2.1482935526380604,41.61005401611328,3.5818729400634766,9,8,2,5,7,4,2,2,7,6,3,1,4,8,2,8,6,7,2,4,9,6,3,5,5,2,7,4,7,9,3
137,2,5.380782604217529,0.17308788001537323,2.1482935526380604,39.86711120605469,3.4985756874084473,8,7,1,8,5,7,1,7,6,6,3,8,3,2,9,7,6,6,5,8,2,1,8,5,5,9,3,8,1,4,4
137,2,4.80552339553833,0.14630742371082306,2.1482935526380604,39.08708572387695,2.549938917160034,3,5,4,7,5,9,9,2,5,7,8,7,7,9,2,3,1,5,2,4,9,4,9,1,5,5,2,9,5,2,4
137,2,3.502194881439209,0.10989644378423691,2.1482935526380604,36.78699493408203,1.0480300188064575,6,6,3,8,1,9,8,7,6,1,6,7,7,4,2,3,1,7,7,4,8,5,4,2,6,1,1,3,6,3,4
137,3,2.1229517459869385,0.10195374488830566,2.1463114928661784,37.462188720703125,0.9607299566268921,8,1,6,2,2,3,7,4,5,9,3,7,1,3,8,9,4,7,7,3,1,2,1,3,1,8,7,9,7,7,4
137,3,3.1382434368133545,0.07194957137107849,2.1463114928661784,42.29725646972656,0.7417265176773071,9,8,7,4,1,6,2,4,2,1,5,9,3,2,5,2,3,5,7,7,8,5,2,2,2,6,3,9,8,4,9
137,3,3.9542813301086426,0.12110374867916107,2.1463114928661784,33.37370300292969,0.9511345624923706,5,5,4,6,7,9,3,8,2,1,8,7,1,6,4,6,5,1,1,3,2,8,1,4,5,4,7,4,5,3,5
137,3,3.256124973297119,0.12683747708797455,2.1463114928661784,34.89870834350586,1.3578741550445557,3,3,3,1,9,6,1,8,9,3,5,4,9,5,1,7,5,9,9,2,1,7,3,5,8,1,4,1,1,4,8
137,3,3.948620557785034,0.09631569683551788,2.1463114928661784,37.91451644897461,0.8516016006469727,7,3,7,2,6,8,4,1,1,6,2,9,4,4,9,2,8,5,6,6,1,9,1,5,1,6,2,7,7,7,4
137,3,5.961709022521973,0.21753963828086853,2.1463114928661784,38.55336380004883,4.74222993850708,6,7,6,9,3,7,3,3,8,6,1,1,3,6,4,8,5,6,6,3,1,1,2,6,5,7,2,9,4,7,5
271,1,2.1006879806518555,0.06443743407726288,2.128852105304554,41.02267074584961,0.48291152715682983,1,7,4,4,7,7,5,8,4,9,9,3,6,5,3,8,7,3,7,7,1,7,4,2,4,2,2,8,2,3,8
271,1,2.686980962753296,0.084950752556324,2.128852105304554,34.545860290527344,0.24992522597312927,8,6,9,6,9,3,1,9,1,1,1,2,4,9,6,8,3,2,2,9,7,4,6,1,4,1,9,1,1,4,1
271,1,2.647460699081421,0.07407297194004059,2.128852105304554,41.611846923828125,0.8888462781906128,2,8,8,4,7,2,2,1,5,8,1,7,6,5,9,3,4,5,7,9,2,5,8,9,6,6,5,3,4,9,7
271,1,2.4277114868164062,0.058189090341329575,2.128852105304554,41.645896911621094,0.36234474182128906,6,9,1,2,5,8,4,6,7,9,8,6,3,6,1,5,7,7,2,8,8,3,9,4,5,4,1,7,2,5,7
271,1,2.0547173023223877,0.09561416506767273,2.128852105304554,33.61507797241211,0.4745330810546875,8,3,1,7,4,9,6,6,8,9,3,1,4,6,5,5,1,1,4,9,3,3,1,6,4,7,4,6,1,4,9
271,1,3.080223321914673,0.14749234914779663,2.128852105304554,41.154701232910156,3.2799301147460938,3,7,8,5,6,1,9,6,4,5,2,2,2,9,7,6,7,6,5,2,7,2,8,8,5,2,6,3,5,1,1
271,1,1.9270216226577759,0.09799180924892426,2.128852105304554,38.39168167114258,1.2319570779800415,4,8,3,8,4,1,9,4,9,7,1,9,6,5,5,1,1,1,3,3,3,8,6,8,8,3,7,7,2,6,8
271,1,2.5077672004699707,0.061108458787202835,2.128852105304554,40.639312744140625,0.3171479105949402,4,1,7,9,2,5,5,7,4,2,2,2,4,2,6,6,8,6,2,6,7,1,2,8,3,2,4,2,5,9,7
271,1,5.1925578117370605,0.1554645150899887,2.128852105304554,40.627464294433594,3.471783399581909,4,4,7,1,9,5,4,3,8,2,3,3,8,7,8,7,2,6,7,7,7,4,2,1,2,5,6,4,9,4,2
271,1,3.8013181686401367,0.09628096222877502,2.128852105304554,34.675392150878906,0.6473165154457092,2,7,1,1,3,1,6,7,1,6,1,1,3,6,9,5,1,5,8,9,3,2,1,9,6,2,6,2,4,9,4
271,1,2.6239383220672607,0.16962122917175293,2.128852105304554,36.54505157470703,3.365971088409424,4,3,4,1,4,9,8,4,2,2,6,4,1,4,8,9,3,7,4,4,9,4,5,3,3,6,7,7,7,7,1
271,1,2.0785515308380127,0.09083958715200424,2.128852105304554,37.90887451171875,0.9241877794265747,1,1,4,8,8,8,5,5,1,8,3,7,3,5,6,1,9,9,9,2,6,3,4,8,9,4,8,9,9,6,7
271,1,3.9923698902130127,0.127971351146698,2.128852105304554,36.48104476928711,1.9636516571044922,2,4,6,2,6,5,4,1,2,2,1,8,3,5,4,1,7,1,6,2,6,8,3,5,5,2,4,3,3,4,2
271,1,4.830122470855713,0.1492517590522766,2.128852105304554,37.18115997314453,2.774864912033081,9,9,5,4,7,9,2,8,3,4,4,4,7,4,4,7,5,5,4,5,4,1,6,8,2,9,2,1,4,6,9
271,1,3.8155155181884766,0.0997820720076561,2.128852105304554,35.31520462036133,0.8552339673042297,4,7,2,3,4,3,1,2,3,4,3,8,1,7,4,1,5,2,7,3,2,5,4,9,6,8,5,5,1,1,4
271,1,2.412750482559204,0.07189495861530304,2.128852105304554,39.98112106323242,0.5845588445663452,5,1,2,9,7,1,3,4,9,1,7,7,9,3,2,5,8,4,6,7,9,3,2,9,7,8,2,1,7,9,2
271,1,2.520282745361328,0.12086451053619385,2.128852105304554,32.437686920166016,1.1520919799804688,1,4,8,2,3,1,3,3,3,5,3,4,3,7,2,8,6,3,1,3,1,8,4,1,8,1,1,5,7,4,2
271,1,2.228743553161621,0.06855383515357971,2.128852105304554,41.61465835571289,0.7046239376068115,8,9,8,5,4,4,9,7,6,8,6,8,6,6,2,7,7,3,1,6,7,4,3,8,2,1,1,6,8,4,9
271,1,3.258993625640869,0.12666721642017365,2.128852105304554,38.840667724609375,2.25490140914917,9,8,1,8,5,9,3,6,7,6,1,6,6,7,6,1,6,4,6,5,6,8,2,1,5,5,5,8,6,3,2
271,1,3.0391242504119873,0.09640293568372726,2.128852105304554,36.470306396484375,0.906128466129303,1,5,1,4,7,2,5,4,9,9,8,4,3,4,3,9,1,6,2,9,1,3,3,1,1,7,8,9,8,9,7
271,1,2.6777899265289307,0.09674757719039917,2.128852105304554,33.28608703613281,0.4657570421695709,9,1,4,4,7,2,6,6,9,1,6,4,1,2,4,4,6,3,9,1,9,3,4,3,6,4,3,6,5,4,1
271,1,4.632899284362793,0.14478668570518494,2.128852105304554,36.93267059326172,2.590237855911255,2,7,1,4,7,6,4,1,2,9,3,8,4,6,1,4,1,1,7,4,2,1,3,5,2,6,5,7,4,4,8
271,1,2.561708688735962,0.06614860892295837,2.128852105304554,40.43357849121094,0.45654910802841187,6,8,5,5,2,9,7,4,4,9,6,1,5,9,7,4,5,9,1,8,9,7,7,7,4,2,5,8,3,3,9
271,1,2.9365954399108887,0.07357694953680038,2.128852105304554,38.436038970947266,0.42154741287231445,8,6,5,8,1,9,6,6,2,8,3,1,6,1,3,5,2,3,3,6,3,7,6,5,6,3,7,3,3,8,2
271,2,3.409661293029785,0.10790259391069412,2.1389435273506696,37.97819137573242,0.9549028277397156,6,1,9,7,1,3,8,1,8,2,8,8,1,8,2,5,5,1,6,4,4,6,8,2,8,1,4,8,1,3,2
